,price.open,price.high,price.low,price.close,volume,price.adjusted,oil price,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,pct change,direction
213,10.12,10.35,9.85,10.02,2506800,10.02,54.846,8/19/2019,CRC,0.025588536,0.025588536,0.271923861,U
214,9.82,9.892,9.27,9.3,2172000,9.3,56.168,8/20/2019,CRC,-0.071856287,-0.071856287,1.442307692,U
215,9.56,10.33,9.56,10.1,2578300,10.1,56.172,8/21/2019,CRC,0.086021505,0.086021505,-3.065794006,D
216,10.14,10.43,9.71,9.72,1808700,9.72,55.68,8/22/2019,CRC,-0.037623762,-0.037623762,-2.175463623,D
217,9.41,9.82,9.02,9.21,2597500,9.21,55.35,8/23/2019,CRC,-0.052469136,-0.052469136,-0.145507457,D
218,9.39,9.7,8.85,9.11,2098000,9.11,54.17,8/26/2019,CRC,-0.010857763,-0.010857763,1.510248112,U
219,9.19,9.39,8.87,9.17,2326200,9.17,53.64,8/27/2019,CRC,0.006586169,0.006586169,3.664016592,U
220,9.35,9.875,9.301,9.53,1891700,9.53,54.93,8/28/2019,CRC,0.039258451,0.039258451,0.879864636,U
221,9.72,10.33,9.64,10.23,2135600,10.23,55.78,8/29/2019,CRC,0.073452256,0.073452256,-6.852702225,D
222,10.29,10.29,9.56,9.79,1422900,9.79,56.71,8/30/2019,CRC,-0.043010753,-0.043010753,-2.955301071,D
223,9.27,9.35,8.28,8.29,3871800,8.29,55.1,9/3/2019,CRC,-0.153217569,-0.153217569,5.854197349,U
224,8.77,8.99,8.4,8.99,2554500,8.99,53.94,9/4/2019,CRC,0.084439083,0.084439083,3.765112263,U
225,9.16,10.35,9.03,9.88,3917000,9.88,56.26,9/5/2019,CRC,0.098998888,0.098998888,5.808080808,U
226,9.6,10.1,9.08,10.08,2769800,10.08,56.3,9/6/2019,CRC,0.020242915,0.020242915,5.147277596,U
227,10.33,11.77,10.325,11.72,4143800,11.72,56.52,9/9/2019,CRC,0.162698413,0.162698413,0.732188116,U
228,11.96,13.625,11.6,11.81,6120100,11.81,57.85,9/10/2019,CRC,0.007679181,0.007679181,-0.02809778,N
229,12.33,13.28,11.545,11.98,4338100,11.98,57.4,9/11/2019,CRC,0.014394581,0.014394581,-0.449438202,D
230,11.19,11.89,10.2,11.8,2556400,11.8,55.75,9/12/2019,CRC,-0.015025042,-0.015025042,11.29476362,U
231,11.98,12.45,11.491,11.82,1904300,11.82,55.09,9/13/2019,CRC,0.001694915,0.001694915,5.933600328,U
232,13.8,16.360001,13.31,16.309999,12957700,16.309999,54.85,9/16/2019,CRC,0.379864552,0.379864552,-5.126480974,D
233,15.89,15.98,13.57,14.34,7156100,14.34,62.9,9/17/2019,CRC,-0.120784741,-0.120784741,-11.63398693,D
234,13.75,14.18,13.48,14.02,2932300,14.02,59.292,9/18/2019,CRC,-0.022315202,-0.022315202,-8.062678063,D
235,14.363,14.5,9.32,9.89,20088400,9.89,58.082,9/19/2019,CRC,-0.294579173,-0.294579173,3.968992248,U
236,11.86,12.14,10.79,11.19,11973700,11.19,58.166,9/20/2019,CRC,0.131445905,0.131445905,-2.099817407,D
237,10.99,11.47,10.85,11.17,3734800,11.17,58.09,9/23/2019,CRC,-0.00178731,-0.00178731,-1.546072975,D
238,11,11.32,10.23,10.5,2616100,10.5,58.64,9/24/2019,CRC,-0.059982095,-0.059982095,-0.475888325,D
239,10.15,10.81,9.97,10.67,2289000,10.67,57.29,9/25/2019,CRC,0.016190476,0.016190476,-1.733547352,D
240,10.34,10.495,9.75,10.35,3749700,10.35,56.49,9/26/2019,CRC,-0.029990628,-0.029990628,-0.488917862,D
241,10.05,10.62,9.934,10.13,1893200,10.13,56.41,9/27/2019,CRC,-0.021256039,-0.021256039,-1.263297872,D
242,9.99,10.29,9.77,10.2,1881000,10.2,55.91,9/30/2019,CRC,0.006910168,0.006910168,-3.679504814,D
243,10.27,10.66,9.66,9.75,2133000,9.75,54.07,10/1/2019,CRC,-0.044117647,-0.044117647,-2.432915921,D
244,9.7,10.024,9.11,9.13,3345500,9.13,53.62,10/2/2019,CRC,-0.063589744,-0.063589744,-1.598513011,D
245,9.02,9.29,8.4,9.07,3805800,9.07,52.64,10/3/2019,CRC,-0.006571742,-0.006571742,-2.130898021,D
246,9.13,9.27,8.67,8.7,2610000,8.7,52.45,10/4/2019,CRC,-0.040793826,-0.040793826,-3.103859928,D
247,8.8,9.02,8.47,8.51,3382300,8.51,52.81,10/7/2019,CRC,-0.02183908,-0.02183908,-0.523982265,D
